title,description,artist,country,culture,teaserText,url,image,regularImage,largeImage,date,medium,accessionNumber,galleryInformation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Amulet (Inu Hariko),Shitayama,Shitayama,Japan,Japan, Shitayama  Date: mid-19th centuryAccession Number: 10.211.309 ,/art/collection/search/59902?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=214,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_309_sf.jpg,as/web-additional/10_211_309_sf.jpg,as/web-large/10_211_309_sf.jpg,mid-20th Century,Ivory,13.36.09,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"A dog and a lizzard in a landscape, bound in L' Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 2","baron Dominique Vivant Denon (French, Givry 1747–1825 Paris)",baron Dominique Vivant Denon,unknown,unknown," baron Dominique Vivant Denon (French, Givry 1747–1825 Paris)   Date: 1873Accession Number: 48.1(2.98) ",/art/collection/search/643850?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=215,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,48.1(2.98),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog and Ball,"William Wegman (American, born 1943)",William Wegman,unknown,unknown," William Wegman (American, born 1943)   Date: 1973Accession Number: 2017.210.88 ",/art/collection/search/748699?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=216,https://images.metmuseum.org/CRDImages/ph/mobile-large/LC-Reel4_10_OnTheBall.jpg,ph/web-additional/LC-Reel4_10_OnTheBall.jpg,ph/web-large/LC-Reel4_10_OnTheBall.jpg,20th Century,Video,2020.31.28,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog and Cat Fighting over Dead Pigeons,"John Kay (British, Dalkeith, Scotland 1742–1826 Edinburgh)",John Kay,unknown,unknown," John Kay (British, Dalkeith, Scotland 1742–1826 Edinburgh)   Date: 1802Accession Number: 17.3.1451 ",/art/collection/search/391468?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=217,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Etching,17.27.11,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The Dog and Ox, from Aesop' s Fables","After Francis Barlow (British, Lincolnshire ca. 1626–1704 London)",Francis Barlow,unknown,unknown," After Francis Barlow (British, Lincolnshire ca. 1626–1704 London)   Date: ca. 1760Accession Number: 63.617.9 ",/art/collection/search/381472?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=218,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Etching,73.17.09,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog and the Crocodile,"Antonio Frasconi (Uruguayan-American (born Argentina), Buenos Aires 1919–2013 New York)",Antonio Frasconi,unknown,unknown," Antonio Frasconi (Uruguayan-American (born Argentina), Buenos Aires 1919–2013 New York)   Date: 1952Accession Number: 53.548.1 ",/art/collection/search/344551?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=219,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Woodcut,62.08.01,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The Dog and the Sheep (from John Ogilby, ""The Fables of Aesop Paraphras' d in Verse: Adorned with Sculpture and Illustrated with Annotations,"" 1665, or ""Aesopics or a Second Colllection of Fables,"" 1668)","Wenceslaus Hollar (Bohemian, Prague 1607–1677 London)",Wenceslaus Hollar,unknown,unknown," Wenceslaus Hollar (Bohemian, Prague 1607–1677 London)   Date: 1665–68Accession Number: 20.81.1.72 ",/art/collection/search/360930?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=220,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,17th Century,Etching,20.81.1.72,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The Dog Ball...., from ""L' Illustration""","After CHAM (Amédée Charles Henri, Comte de Noé) (French, Paris 1819–1879 Paris)","CHAM (Amédée Charles Henri, Comte de Noé)",unknown,unknown," After CHAM (Amédée Charles Henri, Comte de Noé) (French, Paris 1819–1879 Paris)   Date: March 23, 1844Accession Number: 59.500.566 ",/art/collection/search/724696?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=221,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century 20th Century,Engraving,67.29.26,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Dog Barber,"After Henry William Bunbury (British, Mildenhall, Suffolk 1750–1811 Keswick, Cumberland)",Henry William Bunbury,unknown,unknown," After Henry William Bunbury (British, Mildenhall, Suffolk 1750–1811 Keswick, Cumberland)   Date: April 25, 1771Accession Number: 2011.88(2) ",/art/collection/search/395510?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=222,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP243006.jpg,dp/web-additional/DP243006.jpg,dp/web-large/DP243006.jpg,18th Century,Etching,2011.88(2),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Baseball,"William Wegman (American, born 1943)",William Wegman,unknown,unknown," William Wegman (American, born 1943)   Date: 1986Accession Number: 2017.210.146 ",/art/collection/search/748757?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=223,https://images.metmuseum.org/CRDImages/ph/mobile-large/LC-DogBaseball.jpg,ph/web-additional/LC-DogBaseball.jpg,ph/web-large/LC-DogBaseball.jpg,20th Century,Video,2.017.210.146,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Dog Baying at the Moon, from ""Night  ""","Anne Goldthwaite (American, Montgomery, Alabama 1869–1944 New York)",Anne Goldthwaite,unknown,unknown," Anne Goldthwaite (American, Montgomery, Alabama 1869–1944 New York)   Date: ca. 1920–40Accession Number: 49.90.12 ",/art/collection/search/900269?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=224,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP-28868-001.jpg,dp/web-additional/DP-28868-001.jpg,dp/web-large/DP-28868-001.jpg,20th Century,Lithograph,50.30.12,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog biting the leg of a desert animal - see 26.3.354-5-related,unknown,unknown,unknown,unknown, Date: ca. 2051–2000 B.C.Accession Number: 26.3.354ff ,/art/collection/search/545513?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=225,https://images.metmuseum.org/CRDImages/eg/mobile-large/is26.3.354ff.jpg,eg/web-additional/is26.3.354ff.jpg,eg/web-large/is26.3.354ff.jpg,ca. 2051–2000 B.C.,Limestone,26.3.354ff,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjE0Njc1LDQwLjc3OTk2MjgzQGxtQDU3NTk5NTIzNzAyMA==' target='_blank'>Gallery 107</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Bottle,unknown,unknown,USA,Mississippian, Date: 11th–14th centuryAccession Number: 79.8.21 ,/art/collection/search/318285?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=226,https://images.metmuseum.org/CRDImages/ao/mobile-large/DP101939.jpg,ao/web-additional/DP101939.jpg,ao/web-large/DP101939.jpg,11th–14th century,Ceramic,79.08.21,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart # 3169,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1875Accession Number: 23.112.539 ",/art/collection/search/378614?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=227,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881258.jpg,dp/web-additional/DP881258.jpg,dp/web-large/DP881258.jpg,20th Century,Illustration,25.00.59,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart # 3754,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1882Accession Number: 23.112.584 ",/art/collection/search/378659?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=228,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881381.jpg,dp/web-additional/DP881381.jpg,dp/web-large/DP881381.jpg,20th Century,Illustration,25.01.44,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart (Phaeton) #470,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1648 ",/art/collection/search/379715?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=229,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877091.jpg,dp/web-additional/DP877091.jpg,dp/web-large/DP877091.jpg,20th Century,Illustration,233.11.48,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Dog Cart from Turn Cards (N354b) issued by Consolidated Cigarette Company to promote Consols and Paxi brand cigarettes,Consolidated Cigarette Company,Consolidated Cigarette Company,unknown,unknown," Consolidated Cigarette Company  Date: ca.1894Accession Number: Burdick 224, N354.26 ",/art/collection/search/894342?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=230,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 224, N354.26",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton  #138,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1637 ",/art/collection/search/379704?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=231,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877079.jpg,dp/web-additional/DP877079.jpg,dp/web-large/DP877079.jpg,20th Century,Illustration,233.11.37,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton # 243,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1641 ",/art/collection/search/379708?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=232,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877083.jpg,dp/web-additional/DP877083.jpg,dp/web-large/DP877083.jpg,20th Century,Illustration,233.11.41,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton # 362,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: ca. 1865Accession Number: 23.112.1964 ",/art/collection/search/380033?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=233,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877276.jpg,dp/web-additional/DP877276.jpg,dp/web-large/DP877276.jpg,20th Century,Illustration,233.17.04,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #139,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1638 ",/art/collection/search/379705?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=234,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877080.jpg,dp/web-additional/DP877080.jpg,dp/web-large/DP877080.jpg,20th Century,Illustration,233.11.38,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #140,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1639 ",/art/collection/search/379706?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=235,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877081.jpg,dp/web-additional/DP877081.jpg,dp/web-large/DP877081.jpg,20th Century,Illustration,233.11.39,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #180,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1640 ",/art/collection/search/379707?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=236,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877082.jpg,dp/web-additional/DP877082.jpg,dp/web-large/DP877082.jpg,20th Century,Illustration,233.11.40,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #351,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1643 ",/art/collection/search/379710?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=237,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877084.jpg,dp/web-additional/DP877084.jpg,dp/web-large/DP877084.jpg,20th Century,Illustration,233.11.43,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #358,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1644 ",/art/collection/search/379711?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=238,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877086.jpg,dp/web-additional/DP877086.jpg,dp/web-large/DP877086.jpg,20th Century,Illustration,233.11.44,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #361,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: ca. 1865Accession Number: 23.112.1963 ",/art/collection/search/380032?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=239,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877277.jpg,dp/web-additional/DP877277.jpg,dp/web-large/DP877277.jpg,20th Century,Illustration,233.17.03,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #374,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1645 ",/art/collection/search/379712?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=240,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877088.jpg,dp/web-additional/DP877088.jpg,dp/web-large/DP877088.jpg,20th Century,Illustration,233.11.45,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #435,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1647 ",/art/collection/search/379714?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=241,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877090.jpg,dp/web-additional/DP877090.jpg,dp/web-large/DP877090.jpg,20th Century,Illustration,233.11.47,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #600,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1650 ",/art/collection/search/379717?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=242,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877096.jpg,dp/web-additional/DP877096.jpg,dp/web-large/DP877096.jpg,20th Century,Illustration,233.11.50,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton #627,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1652 ",/art/collection/search/379719?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=243,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877098.jpg,dp/web-additional/DP877098.jpg,dp/web-large/DP877098.jpg,20th Century,Illustration,233.11.52,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Dog Cart Phaeton/Four Wheel Tandem Cart # 4118,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1891Accession Number: 23.112.629 ",/art/collection/search/378704?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&  pos=244,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880975.jpg,dp/web-additional/DP880975.jpg,dp/web-large/DP880975.jpg,20th Century,Illustration,25.02.29,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
